workerID,age,gender,language,condition,uniquePairID,wordOrder,order,relatedness
A1FYSXD0MJXPMG,35,F,English,4,815,1,7,-0.556042272
A3PHLJCFOXAH2X,35,F,english,4,815,0,100,-0.52627505
AOP6PU418XX1A,25,F,English,4,815,0,108,-0.579893936
A2B3YHRCG8QT00,65,M,english,4,815,1,108,0.906925858
A35NBUVLJDU499,25,M,English,4,815,0,110,0.207807393
A34ZUVAQXSJNO1,65,M,english,4,815,0,130,-0.612997715
A2ZXTX5FE5MJ4,35,M,english,4,815,1,70,1.295638761
A1G05O3HM7DNVZ,45,F,English,6,816,0,55,-0.979304335
A3E08GRFJJAT2S,45,M,english,6,816,1,73,-0.612202514
A37AMANTOKWVWA,25,F,English,6,816,0,97,-0.705399959
A2XS49LRNX8PD4,25,M,English,6,816,1,107,1.381283024
A34FJBQDKVH8SR,45,M,English,6,816,1,66,-0.608816015
A0466477O4HT7G4BVNB1,35,F,english,6,816,0,134,0.14869489
A9AYICE1E4D87,25,M,English,6,816,1,123,0.854342759
A1GTYHV8OYQQLV,65,M,English,6,816,1,137,1.472879226
A1ENGJN5E7YGJH,25,F,English,6,816,0,82,0.821118795
A1YXJT86BD8SQ1,35,M,English,6,816,0,32,-1.008227926
A8VAYDSZ6Z6K4,45,F,English,6,816,1,54,0.984199432
A1EJ95I5W5S8FK,45,F,English,6,816,1,118,-0.560836205
A1B88B83YEB3NS,55,M,English,6,816,1,46,-0.81433471
A7QCN03GSBCXK,25,F,English,6,816,1,25,-0.664810879
A22WQYLSO9NVNK,35,F,english,6,816,1,66,-0.752880425
A3FE86YDPDLPKW,25,M,English,6,816,0,137,0.586548982
A2DO7VV674LFV4,45,F,english,6,816,1,138,-0.680603886
A3GND4YUBDIQ02,35,M,English,6,816,0,90,-0.983254797
A3JBBMFGHNT3MF,17,F,English,6,816,0,53,-0.682252037
A2S7RN7GRV6WF3,45,F,English,6,816,0,48,-0.822868141
A2YR5M2I1YCH75,35,F,English,6,816,1,97,-0.693772597
A178NUZZNIV7MT,25,F,English,8,817,0,17,-1.036632951
A3VIE5O4Q96JWY,25,F,english,8,817,1,37,-0.845914106
A2018YQ1FNL376,35,F,english,8,817,0,95,-0.792851985
A23P8YY5I9P6EU,25,F,English,8,817,0,137,-0.767770787
A1XVL8WLYYT5PI,45,F,english,8,817,1,39,-0.465838333
A1XUE712KVMVXM,35,F,english,8,817,0,10,-0.488898645
A3JWO6UN75OWW9,35,M,English,8,817,0,97,-0.793118963
AT4V7NOIHS9G5,45,F,English,8,817,1,5,-0.632773229
A1B0DLBEQ0QP52,45,M,english,8,817,0,89,-1.042181625
A39QIVR044A1KN,25,F,english,8,817,1,71,-0.373713547
A2IXM1L3T6YYY2,35,F,english,8,817,1,9,-1.271671515
A34RMF77M4N9VB,35,F,English,8,817,1,39,-0.752906755
A2RMOCDLA2JSO5,35,M,english,8,817,1,40,-0.760950018
A226R93NCWLJCD,35,F,English,8,817,0,129,-0.666408746
AUO0OQZRXW2Q9,55,F,english,8,817,0,125,-0.440735521
AB2KBX2EHXJZZ,65,F,english,8,817,1,93,-0.541281284
A1YVNBAT97VRV9,25,F,English,8,817,0,90,-0.596942085
AUHQYXKNYIW9W,25,F,English,8,817,0,18,-0.668658268
A1M7CIYMVD2GS0,35,F,english,8,817,0,49,-1.104722746
ANCT3DDB03V5W,17,F,English,8,817,0,139,-0.574480188
A34ZHROFSVEF6V,45,M,English,8,817,0,146,-1.013936071
A3ICNBAMTYTXPM,25,F,English,10,818,0,27,-0.512759478
ANNRSEIK4HRT8,55,M,english,10,818,1,109,-0.542282698
A370MPTHYDCDKX,35,F,english,10,818,0,104,-0.504561418
A1T3PV7AOCE7I8,35,M,English,10,818,1,7,-0.645625028
A2J48NMAXFET0T,25,F,english,10,818,0,37,-0.762786909
A3VGEX0JSA7Q1B,25,F,English,10,818,0,129,-0.567658122
A19IS9P2M70O73,35,M,English,10,818,1,24,-0.928967943
A3LBOMS2TFFPRT,45,F,English,10,818,0,128,-0.51919051
A2NZGZBR9TJ7CZ,25,M,english,10,818,0,19,-0.502666704
APFBMXQXRPKIS,25,F,english,10,818,0,34,-0.768238634
A3L9437EC5JYC6,35,F,English,10,818,0,121,-0.862870906
AAUKM05NJKNTX,25,F,English ,10,818,0,44,-0.44659232
A3PMO2XASQTF2P,35,M,English,10,818,1,86,0.104619999
A24TUJGQCYOPSD,35,M,English,10,818,0,12,0.094439752
A274623RTWHKQ8,65,F,English,10,818,1,14,-0.335925823
A3O4QJBU7A91A6,35,M,English,10,818,1,111,0.799415035
A33SMNMTMIOJ6T,25,M,English,10,818,0,119,-0.650675312
A2AXGNA291U5BF,55,F,English,2,819,1,28,0.282103333
A1RL184S4UH6T3,25,M,English,2,819,1,127,0.376242268
AA8MK8AWWWL62,35,F,English,2,819,1,63,-0.729390102
A37F78BTO4NUHR,25,F,english,2,819,1,19,-0.846461132
A221BYJVSHSS6C,65,M,english,2,819,0,135,0.630492695
A3IE6ATDKX6N1H,65,F,English,2,819,0,54,-0.788016655
A320QA9HJFUOZO,35,M,English,2,819,0,18,-0.363808008
A193X2C7UXL9G,45,F,English,2,819,1,133,-0.737277308
A2N1TVKBVKCTYB,65,F,English,2,819,1,38,-0.568145547
A1Q0HR275GW2X4,35,M,english,2,819,0,140,-0.781195631
A1BXNBGMELWSO0,35,F,English,2,819,1,8,0
A1GT46Z151YRQR,45,F,English,2,819,0,68,1.817633696
A1L9WURXFXBVX6,35,F,English,2,819,0,42,-1.002453787
A3434T8NYAQEOK,25,F,English,2,819,1,46,-0.696115314
A1QQBMKOZNN952,45,M,English,2,819,1,48,-0.835804303
A2YD6495T4UGMW,35,F,English,2,819,0,79,-1.220096008
AVVZTRF9H0XHH,35,M,English,2,819,0,7,-0.449146794
A3HOZA7QXYKN5Y,35,M,English,2,819,0,102,0.911148418
A3RB9WPEC9YL2P,55,F,English,2,819,0,145,0.056103733
A321PI4SDQPME7,45,F,english,2,819,0,128,-0.894829768
APJHALT9QA3VD,35,F,English,2,819,1,32,-0.791532449
A7LWELY5ZOHP1,35,F,English,2,819,0,109,-0.702253746
ARIHFTO35AJ1N,35,F,English,4,820,0,86,0.265280139
AYSOFR7I00R5I,45,M,English,4,820,0,101,-0.885572486
A2Q9IGBGDU9RM9,35,M,English,4,820,0,1,-0.857146748
A1AS0LTDHF6E7W,35,F,English,4,820,0,108,0.869078372
A3AT9S1CF9QV4K,66,M,English,4,820,0,131,-0.802436634
AEBBDG3D1WD91,25,M,english,4,820,1,112,-0.898476367
A2YELE4764XAIA,65,F,english,4,820,0,16,-0.802923738
A2NIBBJ5T79V6T,25,M,English,4,820,0,33,-1.121282295
A1PVDA09VSYWHP,35,M,English,4,820,0,24,-0.707311036
A1FYSXD0MJXPMG,35,F,English,4,820,0,15,-0.556042272
A3PHLJCFOXAH2X,35,F,english,4,820,1,48,-0.52627505
AOP6PU418XX1A,25,F,English,4,820,1,55,-0.579893936
A2B3YHRCG8QT00,65,M,english,4,820,0,56,-0.615041674
A35NBUVLJDU499,25,M,English,4,820,1,84,-0.711582893
A34ZUVAQXSJNO1,65,M,english,4,820,0,5,-0.612997715
A2ZXTX5FE5MJ4,35,M,english,4,820,0,26,0.020953727
A1G05O3HM7DNVZ,45,F,English,6,821,0,124,1.025066219
A3E08GRFJJAT2S,45,M,english,6,821,1,115,1.503337534
A37AMANTOKWVWA,25,F,English,6,821,0,93,1.449168953
A2XS49LRNX8PD4,25,M,English,6,821,1,120,1.955016513
A34FJBQDKVH8SR,45,M,English,6,821,1,114,0.326838071
A0466477O4HT7G4BVNB1,35,F,english,6,821,0,13,1.464419375
A9AYICE1E4D87,25,M,English,6,821,0,140,1.318038086
A1GTYHV8OYQQLV,65,M,English,6,821,0,54,1.208701871
A1ENGJN5E7YGJH,25,F,English,6,821,1,28,1.380798273
A1YXJT86BD8SQ1,35,M,English,6,821,1,30,1.125123917
A8VAYDSZ6Z6K4,45,F,English,6,821,1,35,1.245935529
A1EJ95I5W5S8FK,45,F,English,6,821,0,30,1.173953751
A1B88B83YEB3NS,55,M,English,6,821,0,40,0.709932824
A7QCN03GSBCXK,25,F,English,6,821,1,36,-0.664810879
A22WQYLSO9NVNK,35,F,english,6,821,0,25,1.190159459
A3FE86YDPDLPKW,25,M,English,6,821,1,37,1.302171418
A2DO7VV674LFV4,45,F,english,6,821,1,39,0.18096982
A3GND4YUBDIQ02,35,M,English,6,821,0,130,0.597749612
A3JBBMFGHNT3MF,17,F,English,6,821,0,40,0.565978507
A2S7RN7GRV6WF3,45,F,English,6,821,0,97,0.14016792
A2YR5M2I1YCH75,35,F,English,6,821,0,141,0.315770252
A178NUZZNIV7MT,25,F,English,8,822,1,58,0.71103923
A3VIE5O4Q96JWY,25,F,english,8,822,0,2,-0.257662334
A2018YQ1FNL376,35,F,english,8,822,1,54,1.433232435
A23P8YY5I9P6EU,25,F,English,8,822,0,126,1.236303139
A1XVL8WLYYT5PI,45,F,english,8,822,1,60,0.257697801
A1XUE712KVMVXM,35,F,english,8,822,1,69,0.700754724
A3JWO6UN75OWW9,35,M,English,8,822,1,4,1.11297764
AT4V7NOIHS9G5,45,F,English,8,822,1,92,1.062362393
A1B0DLBEQ0QP52,45,M,english,8,822,0,117,0.241856495
A39QIVR044A1KN,25,F,english,8,822,1,106,-0.373713547
A2IXM1L3T6YYY2,35,F,english,8,822,1,61,0.581263028
A34RMF77M4N9VB,35,F,English,8,822,1,138,0.86125457
A2RMOCDLA2JSO5,35,M,english,8,822,1,80,-0.364168937
A226R93NCWLJCD,35,F,English,8,822,0,71,-0.666408746
AUO0OQZRXW2Q9,55,F,english,8,822,0,115,-0.440735521
AB2KBX2EHXJZZ,65,F,english,8,822,0,63,0.314607533
A1YVNBAT97VRV9,25,F,English,8,822,1,30,2.004656257
AUHQYXKNYIW9W,25,F,English,8,822,1,106,1.014515994
A1M7CIYMVD2GS0,35,F,english,8,822,1,23,0.012240695
ANCT3DDB03V5W,17,F,English,8,822,0,112,0.998159327
A34ZHROFSVEF6V,45,M,English,8,822,0,73,0.299009972
A3ICNBAMTYTXPM,25,F,English,10,823,1,123,1.457316411
ANNRSEIK4HRT8,55,M,english,10,823,1,101,1.015224329
A370MPTHYDCDKX,35,F,english,10,823,0,120,1.570536246
A1T3PV7AOCE7I8,35,M,English,10,823,0,41,0.472097352
A2J48NMAXFET0T,25,F,english,10,823,0,106,1.179658825
A3VGEX0JSA7Q1B,25,F,English,10,823,0,90,0.515715548
A19IS9P2M70O73,35,M,English,10,823,0,20,1.401432739
A3LBOMS2TFFPRT,45,F,English,10,823,1,11,1.518492675
A2NZGZBR9TJ7CZ,25,M,english,10,823,0,125,1.558831577
APFBMXQXRPKIS,25,F,english,10,823,1,93,1.079149329
A3L9437EC5JYC6,35,F,English,10,823,0,132,0.299298395
AAUKM05NJKNTX,25,F,English ,10,823,0,126,0.177354845
A3PMO2XASQTF2P,35,M,English,10,823,0,68,1.545612438
A24TUJGQCYOPSD,35,M,English,10,823,1,117,0.605113968
A274623RTWHKQ8,65,F,English,10,823,0,107,-0.335925823
A3O4QJBU7A91A6,35,M,English,10,823,1,67,1.045129972
A33SMNMTMIOJ6T,25,M,English,10,823,1,120,0.53187982
A2AXGNA291U5BF,55,F,English,2,824,1,18,0.282103333
A1RL184S4UH6T3,25,M,English,2,824,1,114,-0.491095172
AA8MK8AWWWL62,35,F,English,2,824,1,37,-0.729390102
A37F78BTO4NUHR,25,F,english,2,824,0,119,-0.48720728
A221BYJVSHSS6C,65,M,english,2,824,1,25,-0.308812749
A3IE6ATDKX6N1H,65,F,English,2,824,0,133,-0.788016655
A320QA9HJFUOZO,35,M,English,2,824,0,27,-1.130825614
A193X2C7UXL9G,45,F,English,2,824,1,14,0.526132164
A2N1TVKBVKCTYB,65,F,English,2,824,0,84,-0.568145547
A1Q0HR275GW2X4,35,M,english,2,824,0,145,-0.781195631
A1BXNBGMELWSO0,35,F,English,2,824,0,124,-0.784580167
A1GT46Z151YRQR,45,F,English,2,824,0,39,-0.562406839
A1L9WURXFXBVX6,35,F,English,2,824,0,61,-1.002453787
A3434T8NYAQEOK,25,F,English,2,824,0,8,-0.696115314
A1QQBMKOZNN952,45,M,English,2,824,0,114,-0.835804303
A2YD6495T4UGMW,35,F,English,2,824,0,89,-1.220096008
AVVZTRF9H0XHH,35,M,English,2,824,1,118,-1.000200844
A3HOZA7QXYKN5Y,35,M,English,2,824,0,64,0.327693729
A3RB9WPEC9YL2P,55,F,English,2,824,1,115,-0.967789398
A321PI4SDQPME7,45,F,english,2,824,1,87,-0.894829768
APJHALT9QA3VD,35,F,English,2,824,0,20,-0.791532449
A7LWELY5ZOHP1,35,F,English,2,824,1,8,-0.702253746
ARIHFTO35AJ1N,35,F,English,4,825,0,2,0.556489916
AYSOFR7I00R5I,45,M,English,4,825,1,46,-0.885572486
A2Q9IGBGDU9RM9,35,M,English,4,825,0,77,-0.857146748
A1AS0LTDHF6E7W,35,F,English,4,825,0,122,-1.233995258
A3AT9S1CF9QV4K,66,M,English,4,825,1,60,-0.802436634
AEBBDG3D1WD91,25,M,english,4,825,0,52,-0.898476367
A2YELE4764XAIA,65,F,english,4,825,0,101,0.885529061
A2NIBBJ5T79V6T,25,M,English,4,825,0,95,-1.121282295
A1PVDA09VSYWHP,35,M,English,4,825,0,118,-0.707311036
A1FYSXD0MJXPMG,35,F,English,4,825,0,117,-0.315858332
A3PHLJCFOXAH2X,35,F,english,4,825,0,93,-0.52627505
AOP6PU418XX1A,25,F,English,4,825,1,30,-0.579893936
A2B3YHRCG8QT00,65,M,english,4,825,0,137,-0.615041674
A35NBUVLJDU499,25,M,English,4,825,0,2,-0.711582893
A34ZUVAQXSJNO1,65,M,english,4,825,0,128,-0.612997715
A2ZXTX5FE5MJ4,35,M,english,4,825,0,101,-0.743857294
A1G05O3HM7DNVZ,45,F,English,6,826,1,52,1.693189737
A3E08GRFJJAT2S,45,M,english,6,826,0,55,0.974452522
A37AMANTOKWVWA,25,F,English,6,826,0,9,0.371884497
A2XS49LRNX8PD4,25,M,English,6,826,1,129,1.381283024
A34FJBQDKVH8SR,45,M,English,6,826,0,138,1.886261547
A0466477O4HT7G4BVNB1,35,F,english,6,826,0,46,-0.180236231
A9AYICE1E4D87,25,M,English,6,826,0,2,-0.073047894
A1GTYHV8OYQQLV,65,M,English,6,826,0,103,0.680347161
A1ENGJN5E7YGJH,25,F,English,6,826,0,89,1.380798273
A1YXJT86BD8SQ1,35,M,English,6,826,0,103,1.429888466
A8VAYDSZ6Z6K4,45,F,English,6,826,1,17,1.245935529
A1EJ95I5W5S8FK,45,F,English,6,826,1,136,-0.560836205
A1B88B83YEB3NS,55,M,English,6,826,1,70,0.709932824
A7QCN03GSBCXK,25,F,English,6,826,1,91,0.530538731
A22WQYLSO9NVNK,35,F,english,6,826,0,60,1.467736585
A3FE86YDPDLPKW,25,M,English,6,826,1,63,0.586548982
A2DO7VV674LFV4,45,F,english,6,826,1,6,0.468161055
A3GND4YUBDIQ02,35,M,English,6,826,0,135,0.913950494
A3JBBMFGHNT3MF,17,F,English,6,826,0,93,1.814209052
A2S7RN7GRV6WF3,45,F,English,6,826,1,37,-0.100591095
A2YR5M2I1YCH75,35,F,English,6,826,0,113,1.661827383
A364KJDYEBAWC9,45,M,English,7,827,1,21,1.783067396
A2BIH4XUWQKM0W,35,F,English,7,827,0,116,0.234918056
A13W5Y5FU0U951,45,F,english,7,827,1,92,0.516802962
A26F9VP8ELLZC4,65,F,English,7,827,0,41,0.474400563
A2HWFDN6X2R4AF,25,F,English,7,827,0,144,-0.761577311
AF59ZTU1GG340,45,M,English,7,827,1,107,0.172543008
A3LFVI65XV1T46,35,F,English,7,827,1,52,1.092165071
A14YP0FMOXN0NG,35,F,English,7,827,0,117,1.16038867
A1DK836V92J78C,45,M,English,7,827,1,129,1.32451482
A31I8A49OL6JT9,25,M,English,7,827,0,106,0.592029868
A2MZBTRREF5UQ,55,F,English,7,827,1,51,1.436873683
A1SZ0Q8S4H5J0I,65,F,English,7,827,1,92,-0.413549758
AE5VXD4USU2O9,25,F,English,7,827,0,61,1.37962576
A1BI4T5MGR1OAH,25,M,English,7,827,0,115,0.669875114
A30X2CBXMF20BV,35,F,english,7,827,0,81,-0.821131746
AS1X0YS4CB34Y,45,F,english,9,828,1,110,1.109057061
A219VCQZADQ45W,65,F,english,9,828,0,35,-0.170146878
A3AX4SGPEJU8DP,45,M,English,9,828,1,124,-0.763758211
A3V2O47N222B9,35,F,english,9,828,0,54,-1.079644908
A1KOHXO0BIQB8T,65,M,English,9,828,0,126,1.489307802
A26EUPY4QSD2OJ,45,F,English,9,828,0,139,-0.004155784
A3NW7ZS2T2G2LA,35,M,english,9,828,0,128,-0.451888822
A1R4F6EPXA3VCL,45,M,English,9,828,1,106,-0.563263258
A2BWBKW40ISQ9G,65,F,English,9,828,0,20,2.977916807
A27KZ5MW3OT576,45,F,English,9,828,1,104,1.695374384
A310HXQSNP56Z1,25,F,English,9,828,1,28,1.814044114
A3VP27UUQ34OXK,55,F,English,9,828,1,62,2.025194522
A34BMGP23XTAMN,35,M,English,9,828,1,26,0.175562268
A3OR8K2NDDBAP0,25,F,english,9,828,0,129,0.868739366
A2ETKEXXYV4WBF,65,F,english,9,828,1,27,-0.654376341
A3QVSJ3MJ7YOLY,45,M,English,9,828,0,74,-0.893595317
A3OTB12FYSXN38,25,M,English,9,828,1,10,0.842577645
A3UOBK0737LJ2Q,35,F,English,9,828,1,67,0.716193569
A3MMLCBV2W3BP9,25,M,English,1,829,0,36,0.744403281
A3N934I1DEVO86,25,F,English,1,829,1,35,-0.777245657
ACQB8FMHUZSY3,66,F,English,1,829,1,82,-0.082977355
A1H8RYUHVWDCET,25,M,English,1,829,1,120,1.123719834
AHFAK8MV9Q4FW,35,F,english,1,829,1,116,-1.321255888
AYIXPBMA2KH5V,25,M,english,1,829,1,67,1.443616503
ALZOR99685SSS,35,F,english,1,829,0,27,-0.382216403
A2WR0XP4UXY4IY,35,M,english,1,829,0,75,-0.644283472
A18WYFFG3VF0O1,35,F,english,1,829,1,67,-0.55958365
A3F8N2FOZYE9DG,25,F,English,1,829,0,134,1.078619169
AY1QJ58OBT0RE,25,M,English,1,829,0,38,-0.476764401
A2NVJ6LBQVLHF1,35,M,english,1,829,1,38,0.88761615
A3O1JZVX2L1BMK,25,F,English,1,829,0,116,-0.78642104
A15J1YSKM94GXB,45,F,english,1,829,1,55,0.221538805
A34N9G0IEI28IG,35,M,English,3,830,1,83,-0.493528273
A2BRYWJD6T00BE,45,F,English,3,830,0,135,-0.755991229
A3TSHG5R492EHU,35,M,English,3,830,1,74,-0.39667598
AUT9RW2VFXMDX,25,F,English,3,830,0,62,-0.521698107
A2SYRFPPV9WDEG,35,M,English,3,830,1,87,0.456623723
A2EXMUJYR843HT,25,F,English,3,830,0,1,-0.176891444
AXYWBND4033L6,25,F,english,3,830,0,79,0.377477592
A80X2FTFDSR19,35,F,English,3,830,0,52,1.844704044
AB8PPBUBK4FA4,25,F,English,3,830,0,82,0.680015277
A1AWNYS0X4DSGC,25,F,English,3,830,1,106,0.129480585
A2QT68NJYAJV9P,45,F,English,3,830,0,19,-0.717934996
A1T01T5PJUJKXG,17,M,English,3,830,0,110,0.118834931
A37B3260OPTYV2,35,M,English,3,830,1,73,-0.555101435
A3INS04P6H46JT,45,M,English,3,830,0,1,0.63187566
A3FWVUR0IF6IWD,35,M,English,3,830,1,27,0.169469063
A31JRBOBVU0RQX,25,F,english,3,830,1,127,-0.668183092
A38VIZX42CERKQ,25,M,English,3,830,0,119,-0.518677008
A21WHAE8CM3XRT,45,F,English,3,830,1,43,-0.996254797
ABIXKV6USOPKS,65,F,English,3,830,0,48,0.502984086
A1ER4IXLVU27O,25,F,English,3,830,1,29,1.943087398
A10C2MCVJK0C9F,25,M,English,3,830,1,112,-0.29837633
A80J1R9FQLUPS,25,M,English,3,830,0,9,0.879375167
A3AWC4P8QUK1XB,45,F,English,3,830,1,132,-0.448878973
A2CGULR0BMGYOR,25,F,English,3,830,0,65,0.107385917
A278OVSY88TA04,35,F,english,3,830,1,128,-0.084977008
A1F8OME6TTBIUC,25,M,English,3,830,0,146,0.730762505
A1LG0K8P05XI7N,17,M,ENGLISH,5,831,1,11,-0.644299104
A3JZE4IVG5549Z,55,M,English,5,831,1,124,0.107700505
A2R0XTGWTGGPD9,25,F,English,5,831,1,18,-0.4199005
A1NHUSRKTXRLIA,45,F,English,5,831,0,53,1.122874325
A3L2Q6Y5XJI12O,35,F,English,5,831,0,56,-0.533006104
A32ZPYIWFEUCDX,55,M,California-english,5,831,0,40,-0.502047611
A1VSHM4NLZ705D,35,M,English,5,831,0,65,-0.539902384
A3OMUSG91MTI3H,25,F,English,5,831,1,136,1.330664296
A3U1MRDBBAJ77S,35,F,english,5,831,0,50,1.708136079
A24OCEP7RTN4ID,35,F,English,5,831,0,142,-0.069876654
A17HKMNGZVXXGJ,25,M,English,5,831,0,82,1.445838763
A182CHO6N044YK,25,M,English,5,831,1,56,0.578673041
A25M0ER7TUBW36,25,M,English,5,831,0,50,0.864661009
A1BNQ6H4SJZ2X5,35,M,english,5,831,0,136,0.824458433
A2UG5C6IKG16TB,25,F,English,5,831,0,54,0.944532774
A62XUQZNIVT64,25,F,English,5,831,0,122,-0.271080918
A3BER0Q04BO9G5,25,M,English,5,831,0,59,1.108030291
A2PURY8517XFTG,35,M,English,5,831,0,127,1.863100284
A11JBM3BXJWRGW,35,F,english,5,831,1,38,1.38894805
A20QQNT56BLDPI,35,F,English,5,831,1,104,1.40804812
A153FVJRRM27G7,35,M,English,5,831,0,64,-0.606136714
A14VY6QXKBLC0D,35,M,english,5,831,0,83,0.218248773
A230VUDYOCRZ4N,55,F,English,5,831,0,12,1.546227653
AKNGE4XEUT8SF,35,F,English,5,831,0,74,0.252905267
A364KJDYEBAWC9,45,M,English,7,832,0,5,1.005969367
A2BIH4XUWQKM0W,35,F,English,7,832,0,117,-0.04971295
A13W5Y5FU0U951,45,F,english,7,832,1,22,0.072960418
A26F9VP8ELLZC4,65,F,English,7,832,1,97,-0.191584843
A2HWFDN6X2R4AF,25,F,English,7,832,0,110,0.507718207
AF59ZTU1GG340,45,M,English,7,832,0,51,1.22217964
A3LFVI65XV1T46,35,F,English,7,832,0,78,1.092165071
A14YP0FMOXN0NG,35,F,English,7,832,1,65,-0.708178379
A1DK836V92J78C,45,M,English,7,832,1,23,0.434733392
A31I8A49OL6JT9,25,M,English,7,832,1,135,0.211252948
A2MZBTRREF5UQ,55,F,English,7,832,1,61,1.093529072
A1SZ0Q8S4H5J0I,65,F,English,7,832,1,95,0.310989418
AE5VXD4USU2O9,25,F,English,7,832,1,102,0.93399443
A1BI4T5MGR1OAH,25,M,English,7,832,0,85,1.389534913
A30X2CBXMF20BV,35,F,english,7,832,1,105,0.360003574
AS1X0YS4CB34Y,45,F,english,9,833,0,59,-0.526522039
A219VCQZADQ45W,65,F,english,9,833,1,25,-0.170146878
A3AX4SGPEJU8DP,45,M,English,9,833,1,129,-0.763758211
A3V2O47N222B9,35,F,english,9,833,1,113,1.005383618
A1KOHXO0BIQB8T,65,M,English,9,833,0,135,0.477963899
A26EUPY4QSD2OJ,45,F,English,9,833,0,42,0.481239776
A3NW7ZS2T2G2LA,35,M,english,9,833,0,76,-0.451888822
A1R4F6EPXA3VCL,45,M,English,9,833,1,29,-0.563263258
A2BWBKW40ISQ9G,65,F,English,9,833,0,67,-0.540952513
A27KZ5MW3OT576,45,F,English,9,833,0,121,-0.597127098
A310HXQSNP56Z1,25,F,English,9,833,0,76,-0.083553721
A3VP27UUQ34OXK,55,F,English,9,833,1,77,-0.64928347
A34BMGP23XTAMN,35,M,English,9,833,0,65,0.439810629
A3OR8K2NDDBAP0,25,F,english,9,833,1,99,1.135762414
A2ETKEXXYV4WBF,65,F,english,9,833,1,73,-0.654376341
A3QVSJ3MJ7YOLY,45,M,English,9,833,0,144,0.098533324
A3OTB12FYSXN38,25,M,English,9,833,1,98,-0.415258103
A3UOBK0737LJ2Q,35,F,English,9,833,0,90,-0.509168866
A3MMLCBV2W3BP9,25,M,English,1,834,1,50,-0.614132707
A3N934I1DEVO86,25,F,English,1,834,1,2,-0.777245657
ACQB8FMHUZSY3,66,F,English,1,834,1,109,-0.382105597
A1H8RYUHVWDCET,25,M,English,1,834,0,45,-1.049301302
AHFAK8MV9Q4FW,35,F,english,1,834,0,73,0.320474832
AYIXPBMA2KH5V,25,M,english,1,834,1,146,-0.061869279
ALZOR99685SSS,35,F,english,1,834,0,102,-0.382216403
A2WR0XP4UXY4IY,35,M,english,1,834,1,94,-0.644283472
A18WYFFG3VF0O1,35,F,english,1,834,0,131,-0.55958365
A3F8N2FOZYE9DG,25,F,English,1,834,0,21,-0.848564031
AY1QJ58OBT0RE,25,M,English,1,834,0,47,-0.747611103
A2NVJ6LBQVLHF1,35,M,english,1,834,1,137,-1.199210869
A3O1JZVX2L1BMK,25,F,English,1,834,1,33,-0.78642104
A15J1YSKM94GXB,45,F,english,1,834,1,26,-0.567355476
A34N9G0IEI28IG,35,M,English,3,835,1,44,-0.493528273
A2BRYWJD6T00BE,45,F,English,3,835,1,16,-0.755991229
A3TSHG5R492EHU,35,M,English,3,835,1,21,-0.39667598
AUT9RW2VFXMDX,25,F,English,3,835,1,44,-0.521698107
A2SYRFPPV9WDEG,35,M,English,3,835,0,80,0.456623723
A2EXMUJYR843HT,25,F,English,3,835,0,14,-0.738329507
AXYWBND4033L6,25,F,english,3,835,0,80,-0.570001981
A80X2FTFDSR19,35,F,English,3,835,0,24,-0.712195865
AB8PPBUBK4FA4,25,F,English,3,835,0,99,-0.711661628
A1AWNYS0X4DSGC,25,F,English,3,835,0,125,-0.827692347
A2QT68NJYAJV9P,45,F,English,3,835,0,129,-0.717934996
A1T01T5PJUJKXG,17,M,English,3,835,1,127,-0.943403841
A37B3260OPTYV2,35,M,English,3,835,0,30,-0.555101435
A3INS04P6H46JT,45,M,English,3,835,1,102,-0.890465039
A3FWVUR0IF6IWD,35,M,English,3,835,1,83,-0.930196855
A31JRBOBVU0RQX,25,F,english,3,835,1,110,-0.668183092
A38VIZX42CERKQ,25,M,English,3,835,0,22,-0.518677008
A21WHAE8CM3XRT,45,F,English,3,835,0,2,-0.996254797
ABIXKV6USOPKS,65,F,English,3,835,1,19,-0.846936439
A1ER4IXLVU27O,25,F,English,3,835,1,45,-0.654813335
A10C2MCVJK0C9F,25,M,English,3,835,0,99,-0.68050742
A80J1R9FQLUPS,25,M,English,3,835,0,59,-1.083755939
A3AWC4P8QUK1XB,45,F,English,3,835,1,108,-0.448878973
A2CGULR0BMGYOR,25,F,English,3,835,0,11,-0.340566765
A278OVSY88TA04,35,F,english,3,835,1,40,-0.755606369
A1F8OME6TTBIUC,25,M,English,3,835,1,52,0.730762505
A1LG0K8P05XI7N,17,M,ENGLISH,5,836,1,3,-0.381540252
A3JZE4IVG5549Z,55,M,English,5,836,1,125,-0.623661063
A2R0XTGWTGGPD9,25,F,English,5,836,0,16,-0.4199005
A1NHUSRKTXRLIA,45,F,English,5,836,0,25,-0.667418281
A3L2Q6Y5XJI12O,35,F,English,5,836,1,117,-0.533006104
A32ZPYIWFEUCDX,55,M,California-english,5,836,0,122,-0.502047611
A1VSHM4NLZ705D,35,M,English,5,836,0,31,-0.539902384
A3OMUSG91MTI3H,25,F,English,5,836,1,17,-0.640261661
A3U1MRDBBAJ77S,35,F,english,5,836,0,122,-1.45311858
A24OCEP7RTN4ID,35,F,English,5,836,0,53,-0.652847593
A17HKMNGZVXXGJ,25,M,English,5,836,0,64,1.445838763
A182CHO6N044YK,25,M,English,5,836,1,42,0.101349516
